age,balance,duration,campaign,pdays,previous,cluster,anomaly_score,Outlier
34,-422,458,3,-1,0,0,0.03520643482691588,Normal
30,6683,180,1,-1,0,0,0.009780299143838822,Normal
36,1053,99,1,259,1,2,0.0896920100179846,Normal
31,297,229,1,-1,0,0,0.10386628043263141,Normal
44,1308,334,1,-1,0,0,0.09474364894369686,Normal
28,-26,81,1,-1,0,0,0.1282005890187739,Normal
35,6411,144,1,266,2,2,0.004025790456941958,Normal
32,605,164,1,-1,0,0,0.10077946988220315,Normal
44,1139,64,1,-1,0,0,0.13221489350250581,Normal
27,1304,403,1,-1,0,0,0.09474364894369686,Normal
35,951,163,1,254,1,2,0.029085442110340365,Normal
30,2212,41,1,249,2,2,0.03736426178181029,Normal
26,1348,103,1,-1,0,0,0.10386628043263141,Normal
47,697,139,1,-1,0,0,0.014000040330239938,Normal
36,583,859,1,235,1,2,0.015031506887872581,Normal
46,802,445,1,189,1,1,-0.032007775430118346,Outlier
57,641,124,4,-1,0,0,0.06893038946800478,Normal
34,34,379,1,-1,0,0,0.09474364894369686,Normal
47,168,66,1,241,1,2,0.07711951882858625,Normal
41,2007,419,1,-1,0,0,0.04466490069686968,Normal
36,-35,339,3,-1,0,0,0.09555781459163787,Normal
34,508,795,1,-1,0,0,0.09474364894369686,Normal
29,-205,194,1,-1,0,0,0.10386628043263141,Normal
28,-247,121,1,240,2,2,0.05039968049040444,Normal
29,1751,150,1,-1,0,0,0.02259834571869135,Normal
60,-71,1451,1,-1,0,0,0.07768415322640032,Normal
51,16,158,1,-1,0,0,0.0510491943422644,Normal
46,2052,428,1,-1,0,0,0.03321147211618025,Normal
26,49,397,1,-1,0,0,0.07597218597199518,Normal
26,543,169,3,-1,0,0,0.0728746777439564,Normal
35,49,346,1,-1,0,0,0.07597218597199518,Normal
28,242,205,1,-1,0,0,0.10436338375532606,Normal
41,3234,2770,1,-1,0,0,-0.008410160468135253,Outlier
38,1495,339,2,-1,0,0,-0.005263882937665443,Outlier
42,199,217,2,-1,0,0,0.12900268140679355,Normal
49,342,433,2,228,1,1,-0.005400259421992626,Outlier
27,261,195,2,-1,0,0,0.09026529797222954,Normal
59,879,126,5,259,7,2,-0.010992829510058422,Outlier
27,625,554,2,-1,0,0,0.02668663777017477,Normal
29,737,499,5,248,1,2,0.0049598982166881855,Normal
29,192,327,4,-1,0,0,0.06772287322368231,Normal
29,404,413,3,-1,0,0,0.0717689636902884,Normal
35,364,162,3,205,3,1,-0.013778037263972864,Outlier
35,2144,146,2,262,2,2,-0.019040343024884665,Outlier
34,1301,196,2,189,2,1,0.07292280644864224,Normal
47,405,236,1,260,1,2,0.055764895670670445,Normal
36,98,771,1,-1,0,0,0.07597218597199518,Normal
33,1173,844,3,-1,0,0,0.0717689636902884,Normal
26,3154,350,3,248,1,2,-0.00860139968773077,Outlier
34,975,263,2,191,1,1,0.026053239674640905,Normal
35,505,109,3,-1,0,0,0.058298995160210976,Normal
26,157,78,2,-1,0,0,0.05238000987255176,Normal
27,116,46,1,-1,0,0,0.10386628043263141,Normal
32,0,119,3,-1,0,0,0.09348716787589101,Normal
31,236,200,1,259,1,2,0.0481627893261356,Normal
32,1630,122,1,-1,0,0,0.023890285089919194,Normal
29,202,128,2,-1,0,0,0.06503437958918212,Normal
33,525,499,1,247,1,2,0.039950013310304344,Normal
28,69,532,2,-1,0,0,0.0765444244340101,Normal
32,578,206,3,-1,0,0,0.13083325348208236,Normal
40,80,182,3,-1,0,0,0.048226133115481074,Normal
42,60,183,2,241,1,2,0.06737775713990113,Normal
27,92,274,4,-1,0,0,0.09747572622870115,Normal
60,663,385,3,197,1,1,0.031222721247625818,Normal
29,196,726,2,-1,0,0,0.019265095906032093,Normal
29,957,258,2,263,3,2,0.07358456063407237,Normal
34,2257,568,2,-1,0,0,0.034762863412447276,Normal
27,1566,164,5,-1,0,0,0.00718605285973184,Normal
42,308,114,2,-1,0,0,0.04954664784758078,Normal
56,1745,374,4,-1,0,0,0.013455741760443174,Normal
32,717,462,2,-1,0,0,0.0765444244340101,Normal
43,540,74,1,-1,0,0,0.10861186069006634,Normal
54,1555,258,5,248,2,2,-0.04080255419855516,Outlier
27,3060,533,1,-1,0,0,0.02241196024777492,Normal
58,0,540,1,2,2,0,0.051755488474243605,Normal
36,5,169,1,2,2,0,0.05055339737172482,Normal
38,76,220,3,-1,0,0,0.05373779990637617,Normal
36,4148,193,3,-1,0,0,0.037204633714185364,Normal
38,-51,102,1,-1,0,0,0.10677153290985336,Normal
38,441,67,1,-1,0,0,0.05158071750714388,Normal
45,440,91,1,2,1,0,0.09557878047900353,Normal
50,0,199,1,205,1,1,0.028858107059086646,Normal
56,4,299,1,2,5,0,0.03466762112379762,Normal
39,976,80,1,2,2,0,0.10151519047088747,Normal
31,288,164,1,-1,0,0,0.09345638012892976,Normal
42,473,54,1,-1,0,0,0.11301523734936647,Normal
26,828,141,1,-1,0,0,0.017662061581478317,Normal
42,936,931,1,-1,0,0,0.07421547896362923,Normal
47,2500,240,1,-1,0,0,0.04877034980923589,Normal
31,887,427,1,-1,0,0,0.07597218597199518,Normal
51,58,93,1,2,1,0,0.0840737497958749,Normal
55,23,143,1,2,3,0,0.00797571824186638,Normal
42,640,545,1,-1,0,0,0.02122663948983028,Normal
49,827,61,1,-1,0,0,0.10436338375532606,Normal
55,851,138,1,270,2,2,0.005702771318729316,Normal
39,1492,227,1,189,1,1,0.03512318363028977,Normal
46,417,219,1,2,1,0,0.12355496284977269,Normal
45,2363,125,1,2,1,0,0.006497950047469003,Normal
54,285,63,1,2,5,0,0.09157320895481696,Normal
58,364,168,1,-1,0,0,0.08012642824157823,Normal
55,3982,89,1,-1,0,0,0.09562307316393126,Normal
55,905,861,1,2,1,0,0.0790276852241466,Normal
56,670,86,1,-1,0,0,0.1282005890187739,Normal
51,5699,436,1,270,2,2,0.01469405532472079,Normal
27,1081,158,3,206,2,1,-0.03273917027292694,Outlier
57,4908,868,1,-1,0,0,0.04097719562257307,Normal
32,604,410,2,196,2,1,0.03006452693606132,Normal
31,1384,203,2,2,3,0,0.0457753493130757,Normal
60,2552,255,2,2,4,0,0.05680072874703457,Normal
46,198,153,1,2,6,0,0.05065310335191586,Normal
34,351,193,1,-1,0,0,0.06767434953533791,Normal
39,953,23,6,232,3,1,0.03987295292689974,Normal
26,187,226,2,-1,0,0,0.10403883880782094,Normal
27,1277,267,4,-1,0,0,0.052616604065773176,Normal
46,332,11,4,-1,0,0,0.09796511595039631,Normal
51,527,197,1,2,3,0,0.07802704736558919,Normal
52,109,177,4,248,2,2,0.024895971977215048,Normal
31,315,130,1,2,1,0,0.05309066369741844,Normal
26,265,650,2,-1,0,0,0.033859166369727633,Normal
33,457,159,1,191,4,1,-0.001453765406628893,Outlier
53,7,68,2,-1,0,0,0.12900268140679355,Normal
33,572,1296,2,-1,0,0,0.07840791872166908,Normal
34,443,10,1,2,1,0,0.06513315740124836,Normal
45,-28,87,1,-1,0,0,0.10677153290985336,Normal
40,628,90,1,-1,0,0,0.0896337620231768,Normal
34,102,89,1,-1,0,0,0.10386628043263141,Normal
51,0,643,1,-1,0,0,0.05704091922486554,Normal
56,642,16,1,2,3,0,0.10554975016852408,Normal
33,1194,166,1,-1,0,0,0.06357945157767675,Normal
58,911,49,1,-1,0,0,0.06853324107607739,Normal
37,5742,588,1,-1,0,0,0.03758674335945755,Normal
36,160,344,2,-1,0,0,0.10346149003829247,Normal
47,1692,592,1,-1,0,0,0.04629008486739017,Normal
27,149,283,1,-1,0,0,0.0896337620231768,Normal
38,0,437,1,-1,0,0,0.10214038701491657,Normal
27,49,208,2,-1,0,0,0.10539559804473803,Normal
40,1554,99,1,-1,0,0,0.08031664976724595,Normal
36,511,706,1,252,1,2,0.03563639419023468,Normal
30,167,320,2,-1,0,0,0.02668663777017477,Normal
50,717,113,1,-1,0,0,0.06357945157767675,Normal
41,0,81,1,-1,0,0,0.11044573208967318,Normal
53,3,114,4,-1,0,0,0.06893038946800478,Normal
28,341,241,1,-1,0,0,0.0896337620231768,Normal
29,197,103,2,-1,0,0,0.11272415276562259,Normal
31,198,366,4,-1,0,0,0.06772287322368231,Normal
41,3204,210,2,-1,0,0,0.09566409186929498,Normal
53,329,189,1,-1,0,0,0.09206499971764259,Normal
36,317,198,2,266,2,2,0.05665314895803797,Normal
52,1355,131,1,241,1,2,0.0007375411218146777,Normal
35,330,645,4,-1,0,0,0.09112755365850833,Normal
33,22,76,2,207,1,1,0.05672496105064351,Normal
36,238,424,1,-1,0,0,0.09474364894369686,Normal
33,300,922,5,-1,0,0,0.04405176541278655,Normal
31,1400,175,2,2,1,0,0.029271773133862533,Normal
32,130,194,3,-1,0,0,0.10620240574468398,Normal
38,-70,140,1,2,3,0,0.012633971218183437,Normal
26,802,77,1,2,2,0,0.08320242816148249,Normal
28,2992,337,4,-1,0,0,0.025342122332509986,Normal
57,2549,456,3,197,2,1,-0.03902496530042543,Outlier
38,451,143,1,-1,0,0,0.09345638012892976,Normal
39,-735,144,5,248,2,2,0.03293992952824443,Normal
45,-61,90,5,172,1,1,0.020850368697693522,Normal
26,370,230,1,-1,0,0,0.0896337620231768,Normal
51,0,150,1,252,1,2,0.0522867168674378,Normal
37,483,188,1,-1,0,0,0.13221489350250581,Normal
40,693,427,1,-1,0,0,0.05704091922486554,Normal
60,143,345,1,-1,0,0,0.09474364894369686,Normal
54,0,491,1,-1,0,0,0.04221917581403145,Normal
56,314,108,2,2,5,0,0.04110369159917171,Normal
26,152,151,2,2,1,0,0.03985343431049859,Normal
36,-477,473,2,-1,0,0,0.10346149003829247,Normal
57,1276,44,1,200,4,1,0.058605322061180964,Normal
29,596,510,2,-1,0,0,0.09622851894898443,Normal
33,480,272,1,270,1,2,0.08890195799302475,Normal
54,1114,81,1,-1,0,0,0.10861186069006634,Normal
36,133,632,3,228,14,1,-0.0385418149932224,Outlier
51,636,321,1,-1,0,0,0.09474364894369686,Normal
53,-375,103,1,252,1,2,0.09184775093371711,Normal
45,909,166,1,262,1,2,0.008259028351881859,Normal
56,1454,479,1,-1,0,0,0.060133136748752425,Normal
57,0,209,2,197,2,1,0.028131912772043743,Normal
54,0,520,3,-1,0,0,0.07853761743167631,Normal
54,-191,86,1,-1,0,0,0.10677153290985336,Normal
32,198,320,2,-1,0,0,0.09622851894898443,Normal
28,1285,199,2,2,17,0,0.010491220442028548,Normal
36,605,410,2,-1,0,0,0.0765444244340101,Normal
45,44,250,2,2,1,0,0.09625966533393981,Normal
48,370,134,2,169,2,1,0.003007933089274273,Normal
32,-1161,445,5,-1,0,0,0.007754815604680165,Normal
27,21,197,4,-1,0,0,0.07382856156645734,Normal
47,1803,188,2,-1,0,0,0.09566409186929498,Normal
32,943,402,2,2,2,0,0.023315186982480918,Normal
39,1585,82,2,-1,0,0,0.03158808551171044,Normal
33,961,308,2,-1,0,0,0.10693272163893164,Normal
32,365,210,3,-1,0,0,0.13083325348208236,Normal
37,-175,638,4,266,1,2,0.02782681842698964,Normal
28,442,157,2,-1,0,0,0.04453789882472359,Normal
34,19833,84,4,252,1,2,0.005600263160453478,Normal
53,901,1431,2,-1,0,0,0.07394058238272172,Normal
47,1194,113,3,-1,0,0,0.058499437603576454,Normal
35,210,626,3,-1,0,0,0.09983202218211229,Normal
49,163,281,2,269,3,2,-0.0040450473408661924,Outlier
30,1454,276,3,-1,0,0,0.0807566350851534,Normal
26,800,405,2,-1,0,0,0.02685886448244168,Normal
53,2336,173,2,2,3,0,0.021494786313704606,Normal
56,2190,90,2,232,1,1,0.03544705395825021,Normal
56,972,52,2,-1,0,0,0.12900268140679355,Normal
26,512,206,5,239,3,2,0.0331300591496142,Normal
59,0,3025,2,-1,0,0,0.07394058238272172,Normal
41,-333,118,3,270,2,2,0.013929491173666375,Normal
31,227,154,6,263,3,2,0.0029779443534189154,Normal
42,0,82,2,-1,0,0,0.13335397181726416,Normal
36,281,60,2,2,1,0,0.0824007191360705,Normal
51,17418,237,2,-1,0,0,0.08846715016195028,Normal
44,1309,262,2,-1,0,0,0.06669349941312741,Normal
47,0,127,2,233,8,1,-0.01691633821512184,Outlier
34,243,417,4,-1,0,0,0.03309732684873812,Normal
31,217,1776,2,-1,0,0,0.08024057845345789,Normal
27,0,323,4,-1,0,0,0.020831537019479263,Normal
44,780,511,2,-1,0,0,0.02685886448244168,Normal
27,501,370,4,-1,0,0,0.048128119069596575,Normal
46,665,89,4,235,2,2,0.0349627132841317,Normal
31,358,68,3,256,51,2,-0.05200223634629597,Outlier
53,2180,89,3,-1,0,0,0.09553630695427712,Normal
32,1465,118,5,-1,0,0,0.00718605285973184,Normal
41,692,249,3,245,3,2,0.05338879800599383,Normal
30,373,353,2,228,4,1,0.04162226749426068,Normal
40,541,431,2,-1,0,0,0.10346149003829247,Normal
59,2605,85,2,-1,0,0,0.09566409186929498,Normal
46,43,162,3,2,7,0,0.025822397449242196,Normal
49,-969,61,2,2,1,0,0.061037096079049946,Normal
35,1721,103,3,-1,0,0,0.055543513859878435,Normal
28,12,73,3,256,3,2,0.06980684026650541,Normal
33,1859,1169,4,-1,0,0,-0.014223142518278387,Outlier
37,1534,267,6,-1,0,0,0.04187621758485571,Normal
30,316,130,2,2,2,0,0.05513119672225375,Normal
49,15,166,3,2,2,0,0.019987391820810108,Normal
30,49,808,2,-1,0,0,0.0765444244340101,Normal
28,2080,399,2,2,1,0,-0.009637146059323975,Outlier
31,163,707,2,2,1,0,0.04002787217435144,Normal
26,110,1136,2,-1,0,0,0.0765444244340101,Normal
31,295,78,5,-1,0,0,0.09217389508511653,Normal
66,1929,169,1,-1,0,0,0.06860459299729815,Normal
33,1071,84,2,174,4,1,0.02006788494330436,Normal
57,523,49,6,-1,0,0,0.12192774278847462,Normal
46,699,241,1,-1,0,0,0.07564209852490023,Normal
29,536,30,5,-1,0,0,0.09475313013453102,Normal
43,764,118,1,-1,0,0,0.11479612603388323,Normal
36,115,225,1,-1,0,0,0.10665680412860634,Normal
27,90,82,3,-1,0,0,0.10236474387816691,Normal
36,937,29,4,-1,0,0,0.13456685698972926,Normal
32,71,75,1,-1,0,0,0.07564209852490023,Normal
29,124,94,1,5,2,0,0.07650651723105684,Normal
21,1333,120,1,-1,0,0,0.07341624579469053,Normal
48,2091,94,1,-1,0,0,0.06601703854368335,Normal
44,335,105,1,-1,0,0,0.10675789993259427,Normal
43,228,84,1,-1,0,0,0.08206586459296916,Normal
57,8141,37,1,-1,0,0,0.052618835604768766,Normal
40,0,67,1,-1,0,0,0.11038786358168545,Normal
38,168,151,1,-1,0,0,0.10675789993259427,Normal
62,973,326,1,-1,0,0,0.100680064789882,Normal
36,265,88,1,273,1,2,0.06445869202397936,Normal
53,660,210,1,272,2,2,0.06618682345139781,Normal
34,258,103,1,-1,0,0,0.10665680412860634,Normal
39,879,99,1,-1,0,0,0.051771642993817535,Normal
44,294,246,1,259,2,2,0.0990154168615417,Normal
52,72,222,1,-1,0,0,0.07564209852490023,Normal
40,1646,215,1,242,2,2,0.006827961540874061,Normal
34,181,110,1,-1,0,0,0.09208959558041135,Normal
57,3767,19,6,-1,0,0,0.039305494042442435,Normal
37,88,608,1,-1,0,0,0.030817310292740596,Normal
45,2040,803,1,-1,0,0,0.06957988603066956,Normal
31,1130,181,1,264,3,2,0.0030482417594589473,Normal
45,441,535,1,-1,0,0,0.08158493417897861,Normal
46,700,299,1,-1,0,0,0.142280363060877,Normal
46,363,346,1,180,3,1,0.05972538974226982,Normal
42,1288,18,1,-1,0,0,0.142280363060877,Normal
55,-308,781,1,-1,0,0,0.100680064789882,Normal
60,4519,152,1,-1,0,0,0.04139160885728932,Normal
47,349,112,1,273,1,2,0.06581678882094377,Normal
35,495,282,1,-1,0,0,0.07564209852490023,Normal
33,79,674,1,-1,0,0,0.08150694570676797,Normal
43,877,135,1,-1,0,0,0.11479612603388323,Normal
61,0,75,1,-1,0,0,0.13406288970092528,Normal
37,89,393,1,245,4,2,0.029867263935768884,Normal
59,979,281,1,-1,0,0,0.09207023930574726,Normal
40,432,101,1,-1,0,0,0.08206586459296916,Normal
45,196,91,1,-1,0,0,0.142280363060877,Normal
33,361,81,1,-1,0,0,0.061398539239936434,Normal
22,2162,168,1,-1,0,0,0.033032445268264765,Normal
37,941,280,1,-1,0,0,0.11572915423385244,Normal
34,0,327,1,-1,0,0,0.04299829213298889,Normal
32,1,75,1,208,1,1,0.05900043878255967,Normal
38,20,147,1,-1,0,0,0.10675789993259427,Normal
22,148,928,1,-1,0,0,0.08150694570676797,Normal
55,446,159,1,-1,0,0,0.027761958618226723,Normal
48,1555,121,1,-1,0,0,0.06860459299729815,Normal
50,-185,97,1,-1,0,0,0.13406288970092528,Normal
48,-269,167,1,263,3,2,0.008763465401581683,Normal
46,-179,151,1,214,2,1,0.024446589936239604,Normal
53,-264,150,1,-1,0,0,0.0443806115892279,Normal
62,1495,265,1,-1,0,0,0.09409659367639034,Normal
40,572,133,3,5,2,0,0.02293631998846357,Normal
47,129,110,2,222,2,1,0.024257074268340006,Normal
36,812,138,2,-1,0,0,0.11506442509452092,Normal
29,2325,125,1,-1,0,0,0.023381208535717346,Normal
37,21,96,1,271,2,2,0.0575541350008546,Normal
39,7,550,1,-1,0,0,0.08158493417897861,Normal
26,212,62,1,-1,0,0,0.059277213879698865,Normal
38,757,133,1,272,1,2,0.06622913395076568,Normal
38,1198,63,1,-1,0,0,0.08206586459296916,Normal
56,218,113,2,249,2,2,0.04156081325400662,Normal
37,520,54,1,255,2,2,0.10029856370788492,Normal
47,86,1086,1,-1,0,0,0.031516569568309505,Normal
31,118,50,1,-1,0,0,0.10665680412860634,Normal
55,5,269,1,206,2,1,0.07623903860347536,Normal
36,-206,122,1,-1,0,0,0.11479612603388323,Normal
50,1088,749,1,-1,0,0,0.021903734924913154,Normal
45,1097,174,1,208,1,1,0.07221076242817026,Normal
39,0,731,1,193,3,1,-0.009341778567767522,Outlier
40,5,174,1,-1,0,0,0.10675789993259427,Normal
55,347,115,1,-1,0,0,0.026400222321047773,Normal
42,814,326,5,-1,0,0,0.0683418867707608,Normal
52,279,72,1,203,3,1,0.06360038573082982,Normal
36,367,217,1,221,1,1,0.038857973907106325,Normal
34,0,270,1,-1,0,0,0.06877013818644351,Normal
28,53,67,1,-1,0,0,0.10665680412860634,Normal
39,1222,251,1,242,2,2,0.045972236823489165,Normal
59,866,88,1,208,1,1,0.06382422271446953,Normal
41,0,20,1,-1,0,0,0.11038786358168545,Normal
44,0,699,1,272,1,2,0.06493724968293713,Normal
44,-1317,371,1,-1,0,0,0.11048774903972275,Normal
40,0,226,2,-1,0,0,0.14285107926593504,Normal
56,0,492,1,-1,0,0,0.100680064789882,Normal
53,451,125,1,249,2,2,0.04348696810368291,Normal
32,1852,175,2,-1,0,0,0.0229890539209896,Normal
26,3244,141,1,5,1,0,0.023666923146372643,Normal
51,1490,177,1,199,2,1,0.02482007415244547,Normal
43,576,229,1,-1,0,0,0.13406288970092528,Normal
50,545,72,1,-1,0,0,0.13406288970092528,Normal
49,289,243,1,-1,0,0,0.142280363060877,Normal
47,207,244,1,271,4,2,0.04918944110428414,Normal
32,714,221,1,-1,0,0,0.10526688052741673,Normal
37,490,73,1,-1,0,0,0.11038786358168545,Normal
58,662,389,1,-1,0,0,0.05629553855693348,Normal
53,1563,124,2,5,1,0,0.05764387852716468,Normal
35,1,215,2,-1,0,0,0.133875660468305,Normal
55,-207,211,1,-1,0,0,0.057772038264385706,Normal
49,-367,98,1,207,1,1,0.07194156333949508,Normal
37,194,144,1,-1,0,0,0.07465207873771584,Normal
57,5126,113,2,-1,0,0,0.04778457246327139,Normal
60,216,214,1,-1,0,0,0.142280363060877,Normal
37,506,446,2,273,1,2,0.04049163204731698,Normal
51,3962,267,1,-1,0,0,0.055596132989007674,Normal
36,-207,83,1,-1,0,0,0.10665680412860634,Normal
39,186,171,1,-1,0,0,0.10675789993259427,Normal
42,199,272,1,-1,0,0,0.12793026654012707,Normal
36,854,130,1,-1,0,0,0.11479612603388323,Normal
38,106,124,1,-1,0,0,0.048005448666213035,Normal
31,25,381,1,-1,0,0,0.08150694570676797,Normal
39,2103,588,1,-1,0,0,0.03667707758354677,Normal
56,363,49,1,-1,0,0,0.07564209852490023,Normal
35,278,60,1,-1,0,0,0.10665680412860634,Normal
47,2152,138,1,-1,0,0,0.06860459299729815,Normal
38,-301,182,1,-1,0,0,0.13406288970092528,Normal
43,629,70,3,265,4,2,0.06031158508928358,Normal
39,1044,158,1,-1,0,0,0.11479612603388323,Normal
40,123,247,1,241,3,2,0.08820053028017771,Normal
45,430,221,1,206,2,1,0.0831119868129061,Normal
48,578,70,1,250,1,2,0.10409258231353968,Normal
42,46,1013,1,-1,0,0,0.100680064789882,Normal
54,306,107,1,-1,0,0,0.10675789993259427,Normal
59,2,935,1,-1,0,0,0.08150694570676797,Normal
45,221,93,1,235,1,2,0.038499492533217605,Normal
58,1103,226,1,202,4,1,0.05548326151694072,Normal
47,332,276,1,269,1,2,0.025688283930683897,Normal
60,358,95,1,216,2,1,0.07307257995124516,Normal
30,503,96,1,-1,0,0,0.07639697041277738,Normal
35,2823,229,1,-1,0,0,0.06701325412646142,Normal
40,97,73,1,252,1,2,0.05231056865211581,Normal
48,439,212,1,249,2,2,0.05116693033062725,Normal
36,-94,185,1,252,2,2,0.06984769380139277,Normal
31,256,264,1,201,2,1,-0.004816476240319667,Outlier
54,514,109,1,186,3,1,0.05902648308692149,Normal
49,0,210,1,-1,0,0,0.12793026654012707,Normal
46,0,149,1,-1,0,0,0.077468477060474,Normal
40,507,134,1,266,7,2,0.007706502380236513,Normal
30,604,475,1,-1,0,0,0.031516569568309505,Normal
39,614,166,1,258,1,2,0.035875995820474293,Normal
31,44,200,5,175,2,1,0.04004962569566828,Normal
34,186,342,1,-1,0,0,0.08150694570676797,Normal
31,469,111,1,-1,0,0,0.07341624579469053,Normal
28,330,197,1,-1,0,0,0.10665680412860634,Normal
58,195,41,1,-1,0,0,0.13406288970092528,Normal
32,289,63,1,257,2,2,0.10029856370788492,Normal
41,108,210,1,-1,0,0,0.12278916348473068,Normal
47,583,495,1,258,2,2,0.0638177919240468,Normal
58,0,244,1,229,5,1,0.048849213457674456,Normal
31,197,105,1,-1,0,0,0.05221742240958838,Normal
37,349,165,1,-1,0,0,0.07465207873771584,Normal
43,51,430,1,-1,0,0,0.021033357473838388,Normal
34,-271,90,1,252,2,2,0.10029856370788492,Normal
38,304,238,1,214,1,1,0.08004881476412118,Normal
38,447,224,1,269,1,2,0.08163629891691848,Normal
37,708,51,1,-1,0,0,0.12793026654012707,Normal
40,407,200,1,271,1,2,0.08612896760735184,Normal
28,33,271,7,-1,0,0,0.03854713121275588,Normal
56,778,315,2,208,1,1,0.0801047911791799,Normal
36,533,619,1,272,1,2,0.06493724968293713,Normal
60,553,343,1,210,3,1,-0.05330935854579255,Outlier
36,763,50,1,-1,0,0,0.07564209852490023,Normal
56,659,148,1,188,3,1,0.05782930836847544,Normal
37,174,134,1,271,2,2,0.02812361815105968,Normal
36,210,65,1,-1,0,0,0.10665680412860634,Normal
38,-500,67,1,195,5,1,0.05684792898053326,Normal
48,74,201,1,-1,0,0,0.13406288970092528,Normal
53,478,66,1,264,2,2,0.03763175417262132,Normal
38,10,86,1,161,5,1,0.06302590632364524,Normal
27,921,141,1,-1,0,0,0.08430871731282208,Normal
27,10451,45,1,-1,0,0,0.08095959550259901,Normal
46,0,64,1,-1,0,0,0.11572915423385244,Normal
45,-75,134,1,252,1,2,0.06886820921332504,Normal
46,1941,90,1,-1,0,0,0.07957663106930235,Normal
48,244,212,1,-1,0,0,0.142280363060877,Normal
30,585,7,6,-1,0,0,0.09047982546150113,Normal
40,746,241,1,262,3,2,0.08508818657713424,Normal
60,92,447,1,-1,0,0,0.020951814945934455,Normal
32,6857,216,1,-1,0,0,0.06601703854368335,Normal
48,51,90,1,262,1,2,0.1028194821195112,Normal
58,580,161,3,5,3,0,0.06722352954030841,Normal
45,1818,197,1,241,2,2,0.03395437428942627,Normal
47,15,71,1,266,4,2,0.026295973458939526,Normal
53,798,45,1,217,2,1,0.024340663143069374,Normal
43,790,126,1,-1,0,0,0.053724401780485764,Normal
53,7984,151,1,-1,0,0,0.06608056621699399,Normal
54,534,165,1,188,4,1,0.05148723016881629,Normal
36,96,302,1,-1,0,0,0.13406288970092528,Normal
31,284,855,1,-1,0,0,0.08208271561487213,Normal
36,50,38,1,-1,0,0,0.10665680412860634,Normal
38,-196,60,1,271,1,2,0.06445869202397936,Normal
31,304,133,2,-1,0,0,0.07596217934953509,Normal
35,994,75,2,-1,0,0,0.0886895856393714,Normal
34,28,504,1,-1,0,0,0.04496587736190638,Normal
35,0,154,2,-1,0,0,0.08587670071676318,Normal
46,587,186,1,-1,0,0,0.07564209852490023,Normal
27,1411,92,1,-1,0,0,0.10665680412860634,Normal
38,4317,216,2,-1,0,0,0.055248560358083676,Normal
47,585,100,1,-1,0,0,0.061398539239936434,Normal
43,575,237,1,-1,0,0,0.11572915423385244,Normal
28,-481,100,1,-1,0,0,0.08890217749316898,Normal
54,719,242,1,264,1,2,0.10167014549976994,Normal
31,442,69,1,270,2,2,0.09769209146381291,Normal
42,336,142,6,195,3,1,-0.03419537649896398,Outlier
34,-508,282,1,-1,0,0,0.12278916348473068,Normal
37,767,204,1,-1,0,0,0.07564209852490023,Normal
29,875,137,1,-1,0,0,0.07341624579469053,Normal
26,376,237,2,-1,0,0,0.0886895856393714,Normal
34,1873,192,1,-1,0,0,0.07957663106930235,Normal
29,120,110,3,-1,0,0,0.06675365319990612,Normal
26,761,362,1,-1,0,0,0.031516569568309505,Normal
33,1327,20,7,-1,0,0,0.08916999127840386,Normal
30,267,124,1,-1,0,0,0.05728339997538312,Normal
42,924,127,1,-1,0,0,0.07341624579469053,Normal
29,196,268,1,-1,0,0,0.10665680412860634,Normal
41,243,199,1,-1,0,0,0.05759119484962694,Normal
34,1301,56,1,-1,0,0,0.11572915423385244,Normal
35,723,324,1,-1,0,0,0.100680064789882,Normal
29,-45,180,1,-1,0,0,0.048005448666213035,Normal
28,0,188,1,206,2,1,0.05051719234948804,Normal
34,926,655,2,-1,0,0,0.04631907456007156,Normal
38,8876,280,1,75,1,1,0.0673702399399424,Normal
31,5,75,1,206,1,1,0.0467809309513838,Normal
26,0,145,1,199,1,1,-0.014673950814210857,Outlier
39,794,182,1,-1,0,0,0.11310644405656256,Normal
27,1414,95,1,-1,0,0,0.061398539239936434,Normal
35,643,346,2,-1,0,0,0.11124542197933557,Normal
41,-24,437,1,-1,0,0,0.03273861287992719,Normal
44,7822,20,1,-1,0,0,0.04718463795561534,Normal
59,0,173,1,-1,0,0,0.08430871731282208,Normal
37,10,164,1,250,2,2,-0.008174654256624447,Outlier
34,182,170,1,-1,0,0,0.05919472402577397,Normal
40,418,84,2,-1,0,0,0.11604127563680677,Normal
36,145,109,1,252,2,2,0.06421409855559757,Normal
41,-224,108,2,-1,0,0,0.0786680259026109,Normal
36,853,408,1,-1,0,0,0.04496587736190638,Normal
54,6745,39,1,-1,0,0,0.06864325267431437,Normal
38,290,123,1,258,1,2,0.06886820921332504,Normal
46,0,161,1,-1,0,0,0.08430871731282208,Normal
38,661,366,1,-1,0,0,0.04496587736190638,Normal
55,621,114,1,208,1,1,-0.010976932036279252,Outlier
33,474,62,1,179,3,1,0.011560600380327468,Normal
36,131,83,1,-1,0,0,0.142280363060877,Normal
40,504,96,1,266,1,2,0.10167014549976994,Normal
46,216,173,1,-1,0,0,0.05349654186433883,Normal
83,425,912,1,-1,0,0,0.0791832369090607,Normal
46,469,75,1,264,10,2,0.029875986252553166,Normal
38,201,43,1,-1,0,0,0.142280363060877,Normal
36,1366,131,1,-1,0,0,0.07629361106141397,Normal
